Program,Round,Recipient Name,Physical Address Of Recipient - Suburb/Location,Physical Address Of Recipient - Post Code,University Collaborator (If Applicable),Other Partners; Collaborators (If Applicable),Investment/Project Title,Primary Location Of Activity/Project - Suburb,Primary Location Of Activity/Project - Post Code,Multiple Locations Of Activity/Project (If Applicable),Approval Date,Local Government /Council,Rap Region,State Electorate,Actual Contractual Commitment ($)
Ignite Ideas Fund,Aq Ignite Ideas Fund 2015-16 Round 1,Magnetica Limited,Eagle Farm,4009.0,Nan,Nan,Manufacturing Innovative Mri Sub-Systems,Eagle Farm,4009.0,Nan,2016-07-18,Brisbane (C),Brisbane And Redlands,Clayfield,250000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2015-16 Round 1,"Parsons, Bradley Evan",Bardon,4065.0,Nan,Nan,Fitmachine,Bardon,4065.0,Nan,2016-07-18,Brisbane (C),Brisbane And Redlands,Cooper,100000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2015-16 Round 1,Strategik Pty Ltd,Sippy Downs,4556.0,Nan,Nan,Strategik 365,Sippy Downs,4556.0,Nan,2016-07-18,Sunshine Coast (R),Sunshine Coast,Buderim,79200.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2015-16 Round 1,Surgical Performance Pty Ltd,Greenslopes,4120.0,Nan,Nan,Surgeon Score Card,Greenslopes,4120.0,Nan,2016-07-18,Brisbane (C),Brisbane And Redlands,Greenslopes,100000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2015-16 Round 1,Roubler Australia Pty Ltd,Brisbane City,4000.0,Nan,Nan,Commercialisation Of Roubler'S Complete Workforce Management Solution,Brisbane City,4000.0,Nan,2016-07-18,Brisbane (C),Brisbane And Redlands,Mcconnel,99144.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2015-16 Round 1,Pimovation Pty Ltd,Coomera,4209.0,Nan,Nan,Grapple Go To Market,Coomera,4029.0,Nan,2016-07-18,Gold Coast (C),Gold Coast,Coomera,100000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2015-16 Round 1,Redeye Apps Pty Ltd,Brisbane City,4000.0,Nan,Nan,Redeyewfm,Brisbane City,4000.0,Nan,2016-07-18,Brisbane (C),Brisbane And Redlands,Mcconnel,250000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2016-17 Round 2,Skyborne Technologies Pty Ltd,Hemmant,4174.0,Nan,Nan,Cerberus Gl - Tactical Uav,Hemmant,4174.0,Nan,2017-03-09,Brisbane (C),Brisbane And Redlands,Lytton,100000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Hive Haven Pty Ltd,Sippy Downs,4556.0,Nan,Nan,Hive Haven Australian Stingless Native Bee Hive Assembly & Native Honey,Sippy Downs,4556.0,Nan,2017-09-05,Sunshine Coast (R),Sunshine Coast,Buderim,99918.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Hydrox Technologies Pty Ltd,Sumner Park,4074.0,Nan,Nan,Preparation For The International Commercialization Of Solar Shrink Plastic Mulch,Sumner,4074.0,Nan,2017-09-05,Brisbane (C),Ipswich,Mount Ommaney,100000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Helix Innovation Solutions Pty Ltd,Brisbane City,4000.0,Nan,Nan,Lawlancer,Brisbane City,4000.0,Nan,2017-09-05,Brisbane (C),Brisbane And Redlands,Mcconnel,100000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Fsmd Pty Ltd,Woolloongabba,4102.0,Nan,Nan,"Flaik: ""Data-Driven One Stop Shop For Ski School Management""",Woolloongabba,4102.0,Nan,2017-09-05,Brisbane (C),Brisbane And Redlands,South Brisbane,100000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Fusion Sport Pty Ltd,Sumner Park,4074.0,Nan,Nan,Military Market Entry: Smartabase Human Performance Software,Sumner,4074.0,Nan,2017-09-05,Brisbane (C),Ipswich,Mount Ommaney,249725.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Infarm Pty Ltd,Goondiwindi,4390.0,Nan,Nan,Drone To Tractor Weed Solution,Goondiwindi,4390.0,Nan,2017-09-05,Goondiwindi (R),Darling Downs,Southern Downs,100000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Iridium Dynamics Pty Ltd,Kelvin Grove,4059.0,Nan,Nan,Halo: A Vtol Uav For Combined Forward-Flight And Extended-Hover Missions.,Kelvin Grove,4059.0,Nan,2017-09-05,Brisbane (C),Brisbane And Redlands,Mcconnel,99901.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Iweb Solutions Pty Ltd,Brisbane City,4000.0,Nan,Nan,Green Galaxies - Energy Education For The Future,Brisbane City,4000.0,Nan,2017-09-05,Brisbane (C),Brisbane And Redlands,Mcconnel,250000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Ire Pty Ltd,Indooroopilly,4068.0,Nan,Nan,Keytracker Pro,Indooroopilly,4068.0,Nan,2017-09-05,Brisbane (C),Brisbane And Redlands,Maiwar,250000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Infofish Australia Pty Ltd,Murarrie,4172.0,Nan,Nan,Crystal Bowl Fisheries Forecasting For The Great Barrier Reef,Murarrie,4172.0,Nan,2017-09-05,Brisbane (C),Brisbane And Redlands,Bulimba,94000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Ipug Pty Ltd,Maroochydore,4558.0,Nan,Nan,Mesearchr | Share Collaborate And Complete Your Research,Maroochydore,4558.0,Nan,2017-09-05,Sunshine Coast (R),Sunshine Coast,Maroochydore,100000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Enviro Straw Pty Ltd,Ashgrove,4060.0,Nan,Nan,Efficacy And Non-Toxicity Testing Of Geospray,Ashgrove,4060.0,Nan,2017-09-05,Brisbane (C),Brisbane And Redlands,Cooper,88190.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Ethos Pty Ltd,Teneriffe,4005.0,Nan,Nan,Comprehensive Preventative Health Assessment Tool With Stratified Follow-Up Interventions,Teneriffe,4005.0,Nan,2017-09-05,Brisbane (C),Brisbane And Redlands,Mcconnel,100000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Edward Intelligence Pty Limited,Spring Hill,4000.0,Nan,Nan,Edward Reports  Commercialisation,Spring Hill,4000.0,Nan,2017-09-05,Brisbane (C),Brisbane And Redlands,Mcconnel,100000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Cygura Pty Ltd,South Brisbane,4101.0,Nan,Nan,Commercialise: Accountant Secure File (Acsftp) & Experienced Investor Test (Eit),South Brisbane,4101.0,Nan,2017-09-05,Brisbane (C),Brisbane And Redlands,South Brisbane,100000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Dimity Dor Consulting Pty Ltd,Toowong,4066.0,Nan,Nan,Akoue Assistive Hearing Device,Toowong,4066.0,Nan,2017-09-05,Brisbane (C),Brisbane And Redlands,Maiwar,99500.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Evacmate Pty Ltd,Chermside West,4032.0,Nan,Nan,"Preparing Evacmate For Deployment Throughout Australia, New Zealand And Asia",Chermside West,4032.0,Nan,2017-09-05,Brisbane (C),Brisbane And Redlands,Aspley,100000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Fc Strategic Advisers Pty Ltd,Holland Park,4121.0,Nan,Nan,Plexisun Commercial Performance Testing,Holland Park,4121.0,Nan,2017-09-05,Brisbane (C),Brisbane And Redlands,Greenslopes,99871.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Fetched Trading Pty Ltd,Balmoral,4171.0,Nan,Nan,Fetched Global Readiness Project,Balmoral,4171.0,Nan,2017-09-05,Brisbane (C),Brisbane And Redlands,Bulimba,68948.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Farmer Meets Foodie,Mount Molloy,4871.0,Nan,Nan,Farmer Meets Foodie Accelerate,Mount Molloy,4871.0,Nan,2017-09-05,Mareeba (S),Far North Queensland,Cook,98080.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Evorce Pty Ltd,Springwood,4127.0,Nan,Nan,Evorce Seq And Regional Product Commercialisation Validation Project,Springwood,4127.0,Nan,2017-09-05,Logan (C),Logan,Springwood,250000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Fab Dock Pty Ltd,Hope Island,4212.0,Nan,Nan,Expanding Australian Marine Dry Dock Sales Into The Us Market,Hope Island,4212.0,Nan,2017-09-05,Gold Coast (C),Gold Coast,Broadwater,100000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Neuroworks Labs Pty Ltd,Wynnum,4178.0,Nan,Nan,Tremor Pen,Wynnum,4178.0,Nan,2017-09-05,Brisbane (C),Brisbane And Redlands,Lytton,100000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Nge Consulting Pty Ltd,Harristown,4350.0,Nan,Nan,Fridgebrain Vx Vaccine Smart Fridge Pilot Program,Harristown,4350.0,Nan,2017-09-05,Toowoomba (R),Darling Downs,Toowoomba South,100000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Myonlineclinic Pty Ltd,East Brisbane,4169.0,Nan,Nan,Myonlineclinic - Referral Services (Moc - Rs),East Brisbane,4169.0,Nan,2017-09-05,Brisbane (C),Brisbane And Redlands,South Brisbane,100000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Mindstar Enterprises Pty Ltd,Marcoola,4564.0,Nan,Nan,Commercialisation Of MindstarS Innovative Mobile-Health Wellbeing & Mental Health Solutions,Marcoola,4564.0,Nan,2017-09-05,Sunshine Coast (R),Sunshine Coast,Maroochydore,246500.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Mining Excellence Alliance Pty Limited,Milton,4064.0,Nan,Nan,Remote Optimisation Of Mineral Processing Plants Using Advanced Data Analytics,Milton,4064.0,Nan,2017-09-05,Brisbane (C),Brisbane And Redlands,Cooper,96480.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Nichigo Connections Pty Ltd,Highland Park,4211.0,Nan,Nan,Tango Smash,Highland Park,4211.0,Nan,2017-09-05,Gold Coast (C),Gold Coast,Gaven,97636.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Promis Network Pty Ltd,Noosa Heads,4567.0,Nan,Nan,Automating Bill Payments To Improve Small Business Cashflow,Noosa Heads,4567.0,Nan,2017-09-05,Noosa (S),Sunshine Coast,Noosa,100000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Redfish Group Pty Ltd,Spring Hill,4000.0,Nan,Nan,Internationally Commercialising RedfishS Secure Remote Access Building Control Products,Spring Hill,4000.0,Nan,2017-09-05,Brisbane (C),Brisbane And Redlands,Mcconnel,100000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Paypont Australia Pty Ltd,Brisbane City,4000.0,Nan,Nan,Commercialisation Of Cashless Micropayments Technology,Brisbane City,4000.0,Nan,2017-09-05,Brisbane (C),Brisbane And Redlands,Mcconnel,97664.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Ortelia Pty Ltd,Windsor,4030.0,Nan,Nan,Ortelia Interactive Spaces International Marketing Campaign,Windsor,4030.0,Nan,2017-09-05,Brisbane (C),Brisbane And Redlands,Clayfield,98100.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Osler Technology Pty Ltd,Noosa Heads,4567.0,Nan,Nan,Osler Clinical Performance - Patient Feedback System,Noosa Heads,4567.0,Nan,2017-09-05,Noosa (S),Sunshine Coast,Noosa,100000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Kegs Software Pty Ltd,Milton,4064.0,Nan,Nan,Kegs Field Trials And Commercialisation,Milton,4064.0,Nan,2017-09-05,Brisbane (C),Brisbane And Redlands,Cooper,91123.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Keyword Intent Pty Ltd,Ormiston,4160.0,Nan,Nan,Way We Do  Microsoft Product Integration,Ormiston,4160.0,Nan,2017-09-05,Redland (C),Brisbane And Redlands,Oodgeroo,100000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Kapiche Pty Ltd,Fortitude Valley,4006.0,Nan,Nan,Analytics Api,Fortitude Valley,4006.0,Nan,2017-09-05,Brisbane (C),Brisbane And Redlands,Mcconnel,100000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Jacob'S Ladder Enterprises Pty Ltd,Heritage Park,4118.0,Nan,Nan,Develop A National Distribution Channel For Globally-Unique Jacob'S Ladders,Heritage Park,4118.0,Nan,2017-09-05,Logan (C),Logan,Woodridge,100000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,John Wells,Cairns,4870.0,Nan,Nan,Narnoo Tourism Product Connect Platform,Cairns City,4870.0,Nan,2017-09-05,Cairns (R),Far North Queensland,Cairns,99297.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Kinetic Orthotics Pty Ltd,Marcoola,4564.0,Nan,Nan,Sensokinetic Falls Risk Assessment And Intervention Improves Health Outcomes,Marcoola,4564.0,Nan,2017-09-05,Sunshine Coast (R),Sunshine Coast,Maroochydore,100000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Localyokl Pty Ltd,Hope Island,4212.0,Nan,Nan,Localyokl,Hope Island,4212.0,Nan,2017-09-05,Gold Coast (C),Gold Coast,Broadwater,100000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Medetourism Pty Ltd,Brisbane City,4000.0,Nan,Nan,Skydoctor. Virtualised Medical Services For Domestic & International Online Patient Communities.,Brisbane City,4000.0,Nan,2017-09-05,Brisbane (C),Brisbane And Redlands,Mcconnel,75000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Live Bidding Pty Ltd,Maroochydore,4558.0,Nan,Nan,Commercialisation Of Online Marketplace For Domestic And International Meat Trade,Maroochydore,4558.0,Nan,2017-09-05,Sunshine Coast (R),Sunshine Coast,Maroochydore,100000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Kynd Pty Ltd,Burleigh Heads,4220.0,Nan,Nan,Kynd: Mobile Care Market And 360° Home Care Solution Platform,Burleigh Heads,4220.0,Nan,2017-09-05,Gold Coast (C),Gold Coast,Burleigh,100000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Like A Photon Creative Pty Ltd,Woolloongabba,4102.0,Nan,Nan,Kindergo,Woolloongabba,4121.0,Nan,2017-09-05,Brisbane (C),Brisbane And Redlands,South Brisbane,250000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2016-17 Round 2,Tour Amigo Pty Ltd,Bracken Ridge,4017.0,Nan,Nan,"Growth And Market Awareness Of Tour Amigo, Through Product Enhancements, Trials And Partnership Building.",Bracken Ridge,4017.0,Nan,2017-03-10,Brisbane (C),Brisbane And Redlands,Sandgate,100000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2016-17 Round 2,Travello Pty Ltd,Fortitude Valley,4006.0,Nan,Nan,Travello Channel Manager,Fortitude Valley,4006.0,Nan,2018-03-09,Brisbane (C),Brisbane And Redlands,Mcconnel,100000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2016-17 Round 2,Tiltsta Trading Pty Ltd,Sippy Downs,4556.0,Nan,Nan,Tiltsta Us Proof Of Market,Sippy Downs,4556.0,Nan,2017-03-09,Sunshine Coast (R),Sunshine Coast,Buderim,100000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2016-17 Round 2,The Trustee For The N & M Gathercole Family Trust,Warana,4575.0,Nan,Nan,Remote Active Renewable Off-Grid Power System,Warana,4575.0,Nan,2017-03-09,Sunshine Coast (R),Sunshine Coast,Kawana,250000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2016-17 Round 2,The Water And Carbon Group Pty Ltd,Brisbane City,4000.0,Nan,Nan,"Demonstration Sludge Treatment Reed Beds For Low-Energy, Lower-Cost Sludge Management And Biosolid Reuse",Coolum Beach,4573.0,Nan,2017-03-09,Brisbane (C),Sunshine Coast,Mcconnel,250000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2016-17 Round 2,Vald Performance Pty Ltd,Newstead,4006.0,Nan,Nan,Groinbar: Hip Strength Testing System,Albion,4010.0,Nan,2017-03-09,Brisbane (C),Brisbane And Redlands,Clayfield,100000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2016-17 Round 2,Wildfire Energy Pty Ltd,Camp Hill,4152.0,Nan,Nan,Mihg Biomass Gasification Technology,Murarrie,4172.0,Nan,2017-03-09,Brisbane (C),Brisbane And Redlands,Bulimba,100000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2016-17 Round 2,Woods Foods Pty Ltd,Goondiwindi,4390.0,Nan,Nan,Branding And Value Adding Queensland Grains And Pulses To Feed The World!,Goondiwindi,4390.0,Nan,2017-03-09,Goondiwindi (R),Darling Downs,Southern Downs,112500.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2016-17 Round 2,Wagners Efc Pty Ltd,Harristown,4350.0,Nan,Nan,Advanced Manufacturing - Efc Geopolymer Hardener (Amgh),Harristown,4350.0,Nan,2017-03-09,Toowoomba (R),Darling Downs,Toowoomba South,250000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2016-17 Round 2,Vbrt Industries Pty Limited,Clear Mountain,4500.0,Nan,Nan,R4 Hardware Hub And Enhanced Encryption,Ormeau,4208.0,Nan,2017-03-09,Moreton Bay (R),Gold Coast,Pine Rivers,80000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2016-17 Round 2,V-Tol Aerospace Pty Limited,Rocklea,4106.0,Nan,Nan,V-Tol Veuron,Brisbane City,4000.0,Nan,2017-03-09,Brisbane (C),Brisbane And Redlands,Miller,100000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2016-17 Round 2,Stanke Group Pty Ltd,Mount Isa,4825.0,Nan,Nan,Carp' Crabs To Tiger Tables,Mount Isa,4825.0,Nan,2017-03-09,Mount Isa (C),Outback Queensland,Traeger,77568.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2016-17 Round 2,Stazer Pty Ltd,Sadliers Crossing,4305.0,Nan,Nan,Stazer - The Worlds First Real Laser Stopwatch,Sadliers Crossing,4305.0,Nan,2017-03-09,Ipswich (C),Ipswich,Ipswich,80000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2016-17 Round 2,Space Counts Pty Ltd,Aitkenvale,4814.0,Nan,Nan,Space Counts,Aitkenvale,4814.0,Nan,2017-03-09,Townsville (C),Townsville,Mundingburra,97585.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2016-17 Round 2,Skynet Satellite Communications Pty Ltd,Newmarket,4051.0,Nan,Nan,Reach Aeronautical Cross Data Integration (Xdi),Newmarket,4051.0,Nan,2017-03-10,Brisbane (C),Brisbane And Redlands,Stafford,99960.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2016-17 Round 2,Smarta Industrial Pty Ltd,Southside Gympie,4570.0,Nan,Nan,Farm Milk Vat Temperature And Volume Monitoring System,Gympie,4570.0,Nan,2017-03-10,Gympie (R),Wide Bay,Gympie,100000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2016-17 Round 2,Taskout Pty Ltd,Maroochydore,4558.0,Nan,Nan,"Taskout  The Saas Innovation For Retail, Globally",Maroochydore,4558.0,Nan,2017-03-09,Sunshine Coast (R),Sunshine Coast,Maroochydore,100000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2016-17 Round 2,The Trustee For Capelin Trust,Kelvin Grove,4059.0,Nan,Nan,Swimar - Heads-Up Display Goggles For Swimming,Kelvin Grove,4059.0,Nan,2017-03-09,Brisbane (C),Brisbane And Redlands,Mcconnel,99710.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2016-17 Round 2,The Trustee For Meehan Family Trust,Milton,4064.0,Nan,Nan,"Develop An Open, Multi-Vendor Demonstration Facility For The Smart Lighting Management System, Firefly.",Milton,4064.0,Nan,2017-03-09,Brisbane (C),Brisbane And Redlands,Cooper,220000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2016-17 Round 2,The Trustee For C9 Unit Trust,Brisbane City,4000.0,Nan,Nan,Inboundio,Brisbane City,4000.0,Nan,2017-03-09,Brisbane (C),Brisbane And Redlands,Mcconnel,97900.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2016-17 Round 2,Tcb Innovations Pty Ltd,Mareeba,4880.0,Nan,Nan,Smart First Aid - Leading The World In 1St Aid Innovation,Mareeba,4880.0,Nan,2017-03-09,Cairns (R),Far North Queensland,Cook,100000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2016-17 Round 2,Tenasitech Pty Ltd,St Lucia,4067.0,Nan,Nan,An Additive For Scratch Resistant Engineering Plastics,St Lucia,4067.0,Nan,2017-03-09,Brisbane (C),Brisbane And Redlands,Maiwar,158872.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Boomer Advanced Manufacturing Solutions Pty Ltd,Warana,4575.0,Nan,Nan,Trend Analysis System Controlling Automated Splitting Mechanism For Mineral Processing,Warana,4575.0,Nan,2017-09-05,Sunshine Coast (R),Sunshine Coast,Kawana,97644.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Campbell Scientific Australia Pty Ltd,Garbutt,4814.0,Nan,Nan,Altoview Smart Temperature Monitor,Garbutt,4814.0,Nan,2017-09-05,Townsville (C),Townsville,Townsville,79520.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Biotein Australia Pty Ltd,Roma,4455.0,Nan,Nan,Biotein Algal Commerailization Project,Roma,4455.0,Nan,2017-09-05,Maranoa (R),Darling Downs,Warrego,50000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Azzurra Imports Pty Ltd,Eagle Farm,4009.0,Nan,Nan,Azzurra  Demonstration & Validation - Ultra Low Dual Flushing Toilet.,Eagle Farm,4009.0,Nan,2017-09-05,Brisbane (C),Brisbane And Redlands,Clayfield,100000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Bidhive Pty Ltd,Ashgrove,4060.0,Nan,Nan,Propellerbdm Bid Management Platform Pilot Project,Ashgrove,4060.0,Nan,2017-09-05,Brisbane (C),Brisbane And Redlands,Cooper,100000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Cartoncloud Pty Ltd,Burleigh Heads,4220.0,Nan,Nan,Trackables,Burleigh Heads,4220.0,Nan,2017-09-05,Gold Coast (C),Gold Coast,Burleigh,250000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Cool Mine Pty Ltd,Labrador,4215.0,Nan,Nan,The Cool Tube - Rapid Cooling For Mining And Heavy Industry,Labrador,4215.0,Nan,2017-09-05,Gold Coast (C),Gold Coast,Bonney,99550.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Criskco Au Pty Ltd,Spring Hill,4000.0,Nan,Nan,Ai-Powered Credit Risk Assessment Product For The Australian Market,Spring Hill,4000.0,Nan,2017-09-05,Brisbane (C),Brisbane And Redlands,Mcconnel,100000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Conveyor Innovations International Pty Ltd,Emerald,4720.0,Nan,Nan,Conveyor Technology Reduces Costs And Improves Efficiency For Mining Worldwide,Emerald,4720.0,Nan,2017-09-05,Central Highlands (R),Central Queensland,Gregory,100000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Claypave Pty Ltd As Trustee For The Brikpave Unit Trust,Dinmore,4303.0,Nan,Nan,Manufacturing And Marketing Of Long Format House Bricks,Dinmore,4303.0,Nan,2017-09-05,Ipswich (C),Ipswich,Bundamba,100000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Conpago Pty Ltd,Sunnybank,4109.0,Nan,Nan,Conpago Companion,Sunnybank,4109.0,Nan,2017-09-05,Brisbane (C),Brisbane And Redlands,Toohey,95000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2016-17 Round 2,Xenith Consulting Pty Ltd,Brisbane City,4000.0,Nan,Nan,Xencrete  Coal Seam Gas Salt Disposal,Brisbane City,4000.0,Nan,2017-03-10,Brisbane (C),Brisbane And Redlands,Mcconnel,29745.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2016-17 Round 2,Workingmouse Pty Ltd,St Lucia,4067.0,Nan,Nan,Codebots,St Lucia,4067.0,Nan,2017-03-10,Brisbane (C),Brisbane And Redlands,Maiwar,250000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Allconstruct Pty Ltd,Jacobs Well,4208.0,Nan,Nan,Product Validation And Market Testing Of Safeprop Tool,Jacobs Well,4208.0,Nan,2017-09-05,Gold Coast (C),Gold Coast,Coomera,100000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Adivo Pty Ltd,Clifton Beach,4879.0,Nan,Nan,Adivo - Automatically Inflating Lifejacket Systems,Clifton Beach,4879.0,Nan,2017-09-05,Cairns (R),Far North Queensland,Barron River,97141.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Airway Medical Innovations Pty Ltd,Fortitude Valley,4006.0,Nan,Nan,Commercialization Of The Shuttle (Single Hand Used Intubation Laryngoscope),Fortitude Valley,4006.0,Nan,2017-09-05,Brisbane (C),Brisbane And Redlands,Mcconnel,250000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Anatara Lifesciences Ltd,Stones Corner,4120.0,Nan,Nan,Product Experience Trials For Scour Prevention In Piglets,Stones Corner,4120.0,Nan,2017-09-05,Brisbane (C),Brisbane And Redlands,Greenslopes,95597.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Audeara Pty Ltd,Spring Hill,4000.0,Nan,Nan,Commercialisation Of The Audeara Full Fidelity Headphone Technology.,Spring Hill,4000.0,Nan,2017-09-05,Brisbane (C),Brisbane And Redlands,Mcconnel,100000.0
Ignite Ideas Fund,Aq Ignite Ideas Fund 2017-18 Round 3,Aurtra Pty Ltd,Karana Downs,4306.0,Nan,Nan,Accelerated Rollout Of Tilas Transformer Maintece Management System,Seventeen Mile Rocks,4073.0,Nan,2017-09-05,Brisbane (C),Brisbane And Redlands,Moggill,100000.0
